ID;FROM;TO;WEEK-DAY;HOUR;PRICE;TYPE
7363;Dionísio Torres;Autran Nunes;7;10;17.96;8
7364;Mucuripe;Dende;5;21;14.15;8
7365;Aldeota;Dende;6;20;16.43;8
7366;Aldeota;Parque Dois Irmaos;2;20;14.5;8
7367;Dionísio Torres;Messejana;6;7;20.03;8
7368;Aldeota;Parque Dois Irmaos;3;17;16.93;8
7369;Aldeota;Dende;7;12;19.17;8
7370;Dionísio Torres;Cajazeiras;6;19;19.45;8
7371;Dionísio Torres;Cajazeiras;3;24;16.27;8
7372;Meireles;Cajazeiras;6;13;16.21;8
7373;Mucuripe;Autran Nunes;5;20;15.68;8
7374;Meireles;Messejana;3;23;15.14;8
7375;Mucuripe;Messejana;5;7;19.48;8
7376;Aldeota;Cajazeiras;2;10;15.94;8
7377;Mucuripe;Parque Dois Irmaos;7;10;17.12;8
7378;Dionísio Torres;Dende;5;12;17.39;8
7379;Meireles;Messejana;6;5;17.22;8
7380;Dionísio Torres;Autran Nunes;6;14;17.47;8
7381;Aldeota;Dende;5;8;19.2;8
7382;Mucuripe;Dende;4;18;21.28;8
7383;Aldeota;Dende;3;13;19.27;8
7384;Meireles;Autran Nunes;7;17;18.25;8
7385;Dionísio Torres;Messejana;3;8;17.11;8
7386;Meireles;Dende;4;17;17.03;8
7387;Aldeota;Messejana;4;10;18.37;8
7388;Mucuripe;Cajazeiras;2;9;20.15;8
7389;Aldeota;Autran Nunes;5;20;17.17;8
7390;Aldeota;Cajazeiras;5;23;13.33;8
7391;Meireles;Parque Dois Irmaos;2;13;17.1;8
7392;Aldeota;Cajazeiras;4;13;16.58;8
7393;Mucuripe;Autran Nunes;3;11;15.75;8
7394;Aldeota;Messejana;7;10;17.47;8
7395;Dionísio Torres;Messejana;7;17;20.41;8
7396;Mucuripe;Dende;5;18;18.36;8
7397;Dionísio Torres;Messejana;4;6;17.36;8
7398;Aldeota;Cajazeiras;4;7;20.54;8
7399;Aldeota;Parque Dois Irmaos;6;20;16.87;8
7400;Meireles;Messejana;3;17;20.06;8
7401;Aldeota;Dende;1;14;18.66;8
7402;Aldeota;Cajazeiras;1;10;19.05;8
7403;Dionísio Torres;Cajazeiras;4;17;19.62;8
7404;Aldeota;Autran Nunes;2;17;18.7;8
7405;Dionísio Torres;Parque Dois Irmaos;1;22;15.07;8
7406;Dionísio Torres;Parque Dois Irmaos;2;13;18.4;8
7407;Meireles;Messejana;6;7;16.91;8
7408;Mucuripe;Parque Dois Irmaos;5;18;19.54;8
7409;Aldeota;Cajazeiras;7;20;14.53;8
7410;Meireles;Autran Nunes;7;10;15.55;8
7411;Aldeota;Messejana;1;24;16.42;8
7412;Mucuripe;Messejana;6;18;20.29;8
7413;Aldeota;Messejana;7;22;17.72;8
7414;Mucuripe;Autran Nunes;1;3;13.9;8
7415;Dionísio Torres;Parque Dois Irmaos;1;1;14.1;8
7416;Mucuripe;Parque Dois Irmaos;3;20;17.48;8
7417;Meireles;Messejana;6;8;17.51;8
7418;Dionísio Torres;Cajazeiras;3;12;15.92;8
7419;Mucuripe;Dende;1;17;16.68;8
7420;Dionísio Torres;Messejana;7;17;20.76;8
7421;Aldeota;Dende;2;20;14.36;8
7422;Aldeota;Dende;6;12;18.04;8
7423;Mucuripe;Dende;1;17;16.35;8
7424;Mucuripe;Cajazeiras;1;17;18.8;8
7425;Aldeota;Messejana;7;10;17.72;8
7426;Dionísio Torres;Dende;4;11;18.27;8
7427;Aldeota;Messejana;6;14;16.37;8
7428;Meireles;Autran Nunes;1;14;16.29;8
7429;Dionísio Torres;Messejana;2;20;15.5;8
7430;Dionísio Torres;Dende;3;11;17.87;8
7431;Aldeota;Messejana;4;12;16.89;8
7432;Aldeota;Autran Nunes;1;22;17.36;8
7433;Mucuripe;Cajazeiras;3;6;14.48;8
7434;Mucuripe;Parque Dois Irmaos;1;22;16.73;8
7435;Mucuripe;Messejana;1;17;16.64;8
7436;Dionísio Torres;Dende;6;14;16.7;8
7437;Dionísio Torres;Cajazeiras;1;23;16.08;8
7438;Aldeota;Messejana;1;24;18.96;8
7439;Meireles;Autran Nunes;7;2;18.11;8
7440;Aldeota;Cajazeiras;7;24;18.91;8
7441;Meireles;Parque Dois Irmaos;4;14;15.89;8
7442;Meireles;Dende;1;9;18.25;8
7443;Aldeota;Cajazeiras;6;10;16.9;8
7444;Aldeota;Parque Dois Irmaos;1;11;17.79;8
7445;Dionísio Torres;Cajazeiras;4;12;18.46;8
7446;Mucuripe;Parque Dois Irmaos;2;17;19.77;8
7447;Aldeota;Cajazeiras;4;11;15.48;8
7448;Dionísio Torres;Parque Dois Irmaos;7;10;16.03;8
7449;Meireles;Parque Dois Irmaos;2;8;19.45;8
7450;Mucuripe;Parque Dois Irmaos;1;18;20.22;8
7451;Aldeota;Cajazeiras;6;11;18.75;8
7452;Aldeota;Messejana;7;7;16.71;8
7453;Dionísio Torres;Parque Dois Irmaos;3;13;15.82;8
7454;Mucuripe;Parque Dois Irmaos;1;17;17.97;8
7455;Meireles;Cajazeiras;1;5;16.71;8
7456;Meireles;Messejana;2;13;18.78;8
7457;Aldeota;Parque Dois Irmaos;5;10;18.43;8
7458;Meireles;Messejana;2;10;15.89;8
7459;Aldeota;Autran Nunes;1;24;16.74;8
7460;Aldeota;Cajazeiras;4;21;16.75;8
7461;Aldeota;Autran Nunes;5;10;15.16;8
7462;Meireles;Dende;1;9;18.93;8
7463;Meireles;Parque Dois Irmaos;1;3;14.04;8
7464;Meireles;Messejana;1;3;16.9;8
7465;Meireles;Parque Dois Irmaos;1;0;17.75;8
7466;Meireles;Autran Nunes;6;1;17.23;8
7467;Aldeota;Dende;5;24;17.84;8
7468;Dionísio Torres;Autran Nunes;2;12;16.84;8
7469;Dionísio Torres;Autran Nunes;7;1;15.76;8
7470;Dionísio Torres;Messejana;3;10;18.73;8
7471;Dionísio Torres;Messejana;5;13;18.17;8
7472;Mucuripe;Cajazeiras;1;6;13.79;8
7473;Meireles;Parque Dois Irmaos;2;3;16.01;8
7474;Dionísio Torres;Messejana;5;17;18.67;8
7475;Mucuripe;Autran Nunes;6;7;18.41;8
7476;Meireles;Dende;4;18;19.51;8
7477;Mucuripe;Dende;3;12;18.22;8
7478;Dionísio Torres;Parque Dois Irmaos;2;18;19.26;8
7479;Dionísio Torres;Autran Nunes;2;22;13.71;8
7480;Aldeota;Messejana;1;20;14.31;8
7481;Mucuripe;Parque Dois Irmaos;1;12;15.46;8
7482;Meireles;Cajazeiras;5;8;18.76;8
7483;Mucuripe;Autran Nunes;2;14;15.81;8
7484;Meireles;Messejana;7;18;19.79;8
7485;Meireles;Parque Dois Irmaos;6;14;15.13;8
7486;Meireles;Dende;2;14;17.12;8
7487;Meireles;Messejana;2;23;15.35;8
7488;Aldeota;Cajazeiras;5;10;15.83;8
7489;Mucuripe;Autran Nunes;2;17;18.81;8
7490;Meireles;Autran Nunes;2;20;13.67;8
7491;Dionísio Torres;Cajazeiras;1;17;17.36;8
7492;Dionísio Torres;Cajazeiras;6;13;15.6;8
7493;Mucuripe;Messejana;4;22;15.12;8
7494;Meireles;Autran Nunes;5;20;16.31;8
7495;Meireles;Cajazeiras;4;17;16.61;8
7496;Dionísio Torres;Dende;4;20;16.74;8
7497;Aldeota;Parque Dois Irmaos;1;9;20.74;8
7498;Mucuripe;Messejana;6;8;20.46;8
7499;Dionísio Torres;Dende;1;23;16.47;8
7500;Mucuripe;Autran Nunes;6;23;13.53;8
7501;Mucuripe;Dende;7;20;14.76;8
7502;Dionísio Torres;Autran Nunes;5;14;17.26;8
7503;Mucuripe;Cajazeiras;3;19;17.16;8
7504;Aldeota;Messejana;7;23;13.87;8
7505;Mucuripe;Autran Nunes;4;14;17.4;8
7506;Meireles;Cajazeiras;4;12;16.42;8
7507;Aldeota;Messejana;7;20;15.15;8
7508;Mucuripe;Cajazeiras;2;12;16.69;8
7509;Mucuripe;Parque Dois Irmaos;1;8;18.31;8
7510;Mucuripe;Cajazeiras;1;20;17.4;8
7511;Aldeota;Dende;6;12;15.2;8
7512;Mucuripe;Autran Nunes;2;7;18.03;8
7513;Aldeota;Messejana;7;15;17.31;8
7514;Mucuripe;Parque Dois Irmaos;7;8;17.87;8
7515;Dionísio Torres;Autran Nunes;7;22;14.88;8
7516;Dionísio Torres;Autran Nunes;1;22;16.88;8
7517;Aldeota;Autran Nunes;2;12;17.91;8
7518;Aldeota;Cajazeiras;4;17;18.42;8
7519;Meireles;Autran Nunes;6;20;14.69;8
7520;Meireles;Cajazeiras;3;13;16.92;8
7521;Mucuripe;Autran Nunes;3;12;16.41;8
7522;Aldeota;Parque Dois Irmaos;3;7;17.78;8
7523;Aldeota;Parque Dois Irmaos;5;9;20.22;8
7524;Meireles;Cajazeiras;6;7;19.03;8
7525;Mucuripe;Messejana;2;23;15.19;8
7526;Dionísio Torres;Cajazeiras;7;17;19.97;8
7527;Aldeota;Cajazeiras;4;17;20.61;8
7528;Mucuripe;Parque Dois Irmaos;3;9;18.64;8
7529;Aldeota;Autran Nunes;4;12;16.96;8
7530;Aldeota;Parque Dois Irmaos;5;20;17.93;8
7531;Meireles;Dende;6;11;16.9;8
7532;Mucuripe;Dende;4;9;18.79;8
7533;Dionísio Torres;Parque Dois Irmaos;5;17;19.72;8
7534;Meireles;Messejana;2;4;16.96;8
7535;Dionísio Torres;Parque Dois Irmaos;2;12;17.35;8
7536;Dionísio Torres;Cajazeiras;3;19;17.47;8
7537;Aldeota;Autran Nunes;7;15;17.92;8
7538;Meireles;Parque Dois Irmaos;7;8;16.52;8
7539;Mucuripe;Autran Nunes;4;19;16.75;8
7540;Meireles;Cajazeiras;5;22;14.52;8
7541;Aldeota;Autran Nunes;7;2;16.6;8
7542;Dionísio Torres;Dende;2;12;16.39;8
7543;Dionísio Torres;Dende;6;6;15.43;8
7544;Dionísio Torres;Dende;1;3;13.82;8
7545;Mucuripe;Autran Nunes;5;11;17.71;8
7546;Aldeota;Parque Dois Irmaos;1;0;17.21;8
7547;Aldeota;Messejana;3;20;15.22;8
7548;Meireles;Parque Dois Irmaos;3;19;18.73;8
7549;Aldeota;Messejana;3;22;16.45;8
7550;Aldeota;Autran Nunes;5;12;15.75;8
7551;Aldeota;Parque Dois Irmaos;3;6;16.73;8
7552;Aldeota;Messejana;7;8;20.16;8
7553;Aldeota;Cajazeiras;1;10;18.13;8
7554;Dionísio Torres;Cajazeiras;6;18;16.48;8
7555;Dionísio Torres;Parque Dois Irmaos;7;1;14.44;8
7556;Meireles;Autran Nunes;5;23;15.97;8
7557;Mucuripe;Autran Nunes;2;14;16.44;8
7558;Aldeota;Dende;5;20;17.05;8
7559;Meireles;Autran Nunes;3;7;19.26;8
7560;Mucuripe;Dende;3;23;14.96;8
7561;Aldeota;Messejana;5;21;15.86;8
7562;Mucuripe;Autran Nunes;1;0;17.6;8
7563;Meireles;Autran Nunes;1;9;18.52;8
7564;Meireles;Cajazeiras;1;17;16.99;8
7565;Aldeota;Parque Dois Irmaos;7;17;18.88;8
7566;Meireles;Cajazeiras;3;18;18.08;8
7567;Aldeota;Parque Dois Irmaos;5;23;17.37;8
7568;Meireles;Autran Nunes;5;12;16.75;8
7569;Aldeota;Autran Nunes;6;9;17.13;8
7570;Dionísio Torres;Cajazeiras;5;12;16.92;8
7571;Aldeota;Messejana;4;18;17.48;8
7572;Aldeota;Parque Dois Irmaos;6;17;17.93;8
7573;Dionísio Torres;Autran Nunes;1;11;17.49;8
7574;Mucuripe;Dende;2;12;17.42;8
7575;Meireles;Autran Nunes;3;24;15.96;8
7576;Aldeota;Messejana;7;22;13.53;8
7577;Mucuripe;Cajazeiras;7;7;18.78;8
7578;Mucuripe;Dende;3;9;18.26;8
7579;Mucuripe;Parque Dois Irmaos;3;12;19.19;8
7580;Dionísio Torres;Dende;1;14;19.16;8
7581;Meireles;Parque Dois Irmaos;3;20;14.72;8
7582;Dionísio Torres;Dende;7;11;19.2;8
7583;Dionísio Torres;Messejana;3;12;17.63;8
7584;Dionísio Torres;Autran Nunes;4;11;17.58;8
7585;Aldeota;Parque Dois Irmaos;4;9;19.59;8
7586;Mucuripe;Autran Nunes;5;7;18.91;8
7587;Dionísio Torres;Parque Dois Irmaos;5;8;18.18;8
7588;Dionísio Torres;Dende;1;21;16.14;8
7589;Dionísio Torres;Parque Dois Irmaos;4;10;18.05;8
7590;Dionísio Torres;Cajazeiras;6;7;17.72;8
7591;Mucuripe;Messejana;3;18;19.15;8
7592;Aldeota;Messejana;4;12;18.11;8
7593;Meireles;Cajazeiras;2;12;16.47;8
7594;Dionísio Torres;Cajazeiras;7;11;15.22;8
7595;Dionísio Torres;Autran Nunes;6;18;19.75;8
7596;Meireles;Messejana;1;22;17.51;8
7597;Dionísio Torres;Autran Nunes;6;10;15.99;8
7598;Meireles;Autran Nunes;1;18;18.53;8
7599;Dionísio Torres;Cajazeiras;1;1;17.4;8
7600;Mucuripe;Parque Dois Irmaos;4;10;18.92;8
7601;Aldeota;Cajazeiras;6;23;15.07;8
7602;Meireles;Dende;4;22;16.37;8
7603;Aldeota;Dende;2;20;15.79;8
7604;Meireles;Messejana;5;12;18.24;8
7605;Meireles;Autran Nunes;6;12;18.84;8
7606;Meireles;Messejana;4;18;18.46;8
7607;Mucuripe;Cajazeiras;1;8;20.37;8
7608;Mucuripe;Cajazeiras;5;12;15.23;8
7609;Aldeota;Dende;7;15;18.38;8
7610;Meireles;Cajazeiras;3;19;20.17;8
7611;Meireles;Cajazeiras;1;7;17.84;8
7612;Aldeota;Autran Nunes;7;13;18.9;8
7613;Meireles;Messejana;4;4;17.71;8
7614;Aldeota;Cajazeiras;3;21;17.38;8
7615;Meireles;Messejana;2;23;16.28;8
7616;Mucuripe;Messejana;4;7;17.57;8
7617;Meireles;Autran Nunes;2;14;18.62;8
7618;Meireles;Cajazeiras;6;20;14.75;8
7619;Aldeota;Parque Dois Irmaos;5;10;15.89;8
7620;Mucuripe;Autran Nunes;2;7;16.82;8
7621;Mucuripe;Cajazeiras;6;18;20.08;8
7622;Dionísio Torres;Dende;6;12;17.41;8
7623;Meireles;Autran Nunes;1;1;16.74;8
7624;Aldeota;Cajazeiras;4;13;19.17;8
7625;Mucuripe;Dende;3;17;20.83;8
7626;Aldeota;Messejana;1;24;17.21;8
7627;Aldeota;Cajazeiras;4;21;16.03;8
7628;Mucuripe;Messejana;1;15;19.19;8
7629;Mucuripe;Messejana;5;22;16.71;8
7630;Meireles;Dende;4;20;14.55;8
7631;Dionísio Torres;Parque Dois Irmaos;6;23;17.33;8
7632;Dionísio Torres;Messejana;2;11;15.69;8
7633;Mucuripe;Cajazeiras;6;9;20.06;8
7634;Mucuripe;Autran Nunes;5;17;18.47;8
7635;Meireles;Autran Nunes;6;7;18.21;8
7636;Dionísio Torres;Messejana;1;20;14.91;8
7637;Dionísio Torres;Cajazeiras;5;14;15.62;8
7638;Aldeota;Parque Dois Irmaos;6;20;14.81;8
7639;Meireles;Autran Nunes;3;8;20.05;8
7640;Dionísio Torres;Cajazeiras;3;12;15.85;8
7641;Mucuripe;Cajazeiras;1;13;15.98;8
7642;Aldeota;Cajazeiras;6;14;18.17;8
7643;Mucuripe;Autran Nunes;1;21;15.63;8
7644;Mucuripe;Messejana;1;7;18.93;8
7645;Meireles;Parque Dois Irmaos;2;7;19.89;8
7646;Meireles;Dende;4;14;15.29;8
7647;Dionísio Torres;Messejana;1;9;19;8
7648;Aldeota;Parque Dois Irmaos;2;11;18.34;8
7649;Meireles;Cajazeiras;3;20;13.31;8
7650;Aldeota;Cajazeiras;6;11;15.43;8
7651;Mucuripe;Parque Dois Irmaos;1;2;15.56;8
7652;Mucuripe;Cajazeiras;5;12;18.97;8
7653;Aldeota;Cajazeiras;4;13;16.55;8
7654;Mucuripe;Autran Nunes;1;7;19.71;8
7655;Aldeota;Dende;7;3;16.33;8
7656;Aldeota;Cajazeiras;4;24;16.59;8
7657;Aldeota;Messejana;5;12;16.95;8
7658;Dionísio Torres;Parque Dois Irmaos;4;11;15.23;8
7659;Dionísio Torres;Cajazeiras;7;1;13.85;8
7660;Meireles;Dende;7;19;17.84;8
7661;Mucuripe;Dende;3;7;18.8;8
7662;Meireles;Messejana;3;13;16.77;8
7663;Aldeota;Dende;1;21;14.34;8
7664;Meireles;Cajazeiras;5;14;19.3;8
7665;Dionísio Torres;Autran Nunes;7;17;18.76;8
7666;Mucuripe;Messejana;7;5;14.62;8
7667;Aldeota;Messejana;2;7;19.04;8
7668;Meireles;Parque Dois Irmaos;1;18;17.94;8
7669;Meireles;Dende;7;17;19.58;8
7670;Meireles;Messejana;7;16;15.83;8
7671;Mucuripe;Autran Nunes;5;13;16.1;8
7672;Mucuripe;Autran Nunes;7;9;18.5;8
7673;Aldeota;Messejana;2;8;19.95;8
7674;Aldeota;Cajazeiras;5;7;19.19;8
7675;Dionísio Torres;Messejana;1;5;15.58;8
7676;Dionísio Torres;Dende;4;14;19.06;8
7677;Meireles;Parque Dois Irmaos;4;23;15.47;8
7678;Meireles;Dende;6;23;13.76;8
7679;Aldeota;Dende;5;13;17.55;8
7680;Meireles;Parque Dois Irmaos;6;13;15.69;8
7681;Dionísio Torres;Cajazeiras;7;20;14.35;8
7682;Dionísio Torres;Dende;1;11;18.32;8
7683;Dionísio Torres;Autran Nunes;7;4;17.36;8
7684;Aldeota;Messejana;6;21;15.5;8
7685;Mucuripe;Dende;3;8;17.56;8
7686;Dionísio Torres;Dende;7;15;18.62;8
7687;Aldeota;Messejana;7;2;16.95;8
7688;Meireles;Cajazeiras;6;13;17.64;8
7689;Dionísio Torres;Messejana;4;10;18.35;8
7690;Dionísio Torres;Dende;7;18;19.55;8
7691;Aldeota;Dende;1;17;20.26;8
7692;Meireles;Dende;7;2;16.83;8
7693;Dionísio Torres;Dende;1;17;17.68;8
7694;Meireles;Messejana;1;22;14.56;8
7695;Meireles;Messejana;6;14;19;8
7696;Mucuripe;Messejana;1;22;16.2;8
7697;Aldeota;Cajazeiras;7;17;19.73;8
7698;Mucuripe;Cajazeiras;1;14;17.69;8
7699;Dionísio Torres;Messejana;6;9;20.11;8
7700;Dionísio Torres;Cajazeiras;6;23;17.89;8
7701;Dionísio Torres;Messejana;7;13;19.21;8
7702;Aldeota;Dende;6;20;15.96;8
7703;Meireles;Cajazeiras;6;23;17.07;8
7704;Meireles;Autran Nunes;5;23;17.57;8
7705;Mucuripe;Autran Nunes;7;11;19.23;8
7706;Dionísio Torres;Parque Dois Irmaos;7;4;16.88;8
7707;Dionísio Torres;Parque Dois Irmaos;6;19;20.95;8
7708;Meireles;Messejana;4;23;14.65;8
7709;Mucuripe;Messejana;5;12;19.29;8
7710;Dionísio Torres;Cajazeiras;1;18;17.89;8
7711;Mucuripe;Parque Dois Irmaos;5;13;15.54;8
7712;Mucuripe;Dende;6;7;19.78;8
7713;Aldeota;Autran Nunes;2;10;17.19;8
7714;Aldeota;Dende;2;19;17.05;8
7715;Meireles;Parque Dois Irmaos;2;17;18.64;8
7716;Dionísio Torres;Dende;6;17;18.66;8
7717;Mucuripe;Cajazeiras;1;19;17.06;8
7718;Aldeota;Cajazeiras;2;19;17.95;8
7719;Dionísio Torres;Cajazeiras;6;1;14.52;8
7720;Mucuripe;Dende;4;12;15.45;8
7721;Mucuripe;Cajazeiras;6;10;16.39;8
7722;Mucuripe;Cajazeiras;7;19;19.09;8
7723;Meireles;Cajazeiras;3;19;20.28;8
7724;Aldeota;Dende;2;7;20.76;8
7725;Mucuripe;Parque Dois Irmaos;7;10;15.97;8
7726;Mucuripe;Autran Nunes;2;19;18.57;8
7727;Dionísio Torres;Parque Dois Irmaos;3;9;20.06;8
7728;Dionísio Torres;Autran Nunes;5;17;20.27;8
7729;Aldeota;Cajazeiras;3;19;17.2;8
7730;Dionísio Torres;Autran Nunes;7;17;19.55;8
7731;Dionísio Torres;Cajazeiras;4;24;17.44;8
7732;Dionísio Torres;Dende;6;14;16.49;8
7733;Mucuripe;Autran Nunes;1;22;15.8;8
7734;Meireles;Cajazeiras;1;19;16.67;8
7735;Meireles;Parque Dois Irmaos;3;10;18.76;8
7736;Dionísio Torres;Autran Nunes;6;9;20.25;8
7737;Aldeota;Autran Nunes;5;10;17.98;8
7738;Aldeota;Cajazeiras;6;11;16.06;8
7739;Meireles;Messejana;7;17;17.51;8
7740;Mucuripe;Messejana;7;14;18.5;8
7741;Dionísio Torres;Parque Dois Irmaos;4;20;17.76;8
7742;Mucuripe;Parque Dois Irmaos;1;16;16.63;8
7743;Mucuripe;Autran Nunes;6;14;19.11;8
7744;Meireles;Messejana;4;18;20.61;8
7745;Mucuripe;Cajazeiras;7;14;15.97;8
7746;Dionísio Torres;Cajazeiras;7;17;18.06;8
7747;Mucuripe;Parque Dois Irmaos;1;11;15.8;8
7748;Dionísio Torres;Cajazeiras;2;17;17.91;8
7749;Mucuripe;Cajazeiras;5;22;14.13;8
7750;Mucuripe;Autran Nunes;2;12;16.75;8
7751;Aldeota;Messejana;2;10;17.95;8
7752;Dionísio Torres;Parque Dois Irmaos;2;13;18.12;8
7753;Meireles;Cajazeiras;3;12;16.7;8
7754;Dionísio Torres;Dende;5;19;18.98;8
7755;Mucuripe;Dende;2;7;17.55;8
7756;Dionísio Torres;Cajazeiras;5;3;15.48;8
7757;Meireles;Autran Nunes;5;20;16.89;8
7758;Meireles;Autran Nunes;6;13;16.33;8
7759;Aldeota;Parque Dois Irmaos;1;2;15.92;8
7760;Aldeota;Cajazeiras;3;10;18.72;8
7761;Mucuripe;Dende;7;13;15.97;8
7762;Meireles;Autran Nunes;7;1;15.07;8
7763;Mucuripe;Autran Nunes;2;23;16.93;8
7764;Dionísio Torres;Cajazeiras;5;14;17.26;8
7765;Mucuripe;Cajazeiras;7;19;18.47;8
7766;Meireles;Autran Nunes;1;0;16.05;8
7767;Mucuripe;Cajazeiras;6;8;20.25;8
7768;Meireles;Messejana;6;19;16.4;8
7769;Meireles;Autran Nunes;7;19;19.04;8
7770;Dionísio Torres;Dende;1;4;13.69;8
7771;Aldeota;Cajazeiras;5;19;20.03;8
7772;Meireles;Parque Dois Irmaos;5;9;20.61;8
7773;Dionísio Torres;Messejana;3;12;17.31;8
7774;Aldeota;Dende;4;11;15.79;8
7775;Mucuripe;Dende;4;20;15.8;8
7776;Meireles;Cajazeiras;7;24;15.18;8
7777;Dionísio Torres;Parque Dois Irmaos;1;17;19.62;8
7778;Aldeota;Parque Dois Irmaos;4;12;17.45;8
7779;Meireles;Parque Dois Irmaos;6;21;16.92;8
7780;Mucuripe;Dende;7;22;16.87;8
7781;Dionísio Torres;Messejana;7;6;16.02;8
7782;Meireles;Messejana;5;20;14.59;8
7783;Dionísio Torres;Cajazeiras;2;20;18.22;8
7784;Mucuripe;Dende;3;7;18.09;8
7785;Meireles;Parque Dois Irmaos;2;18;18.75;8
7786;Aldeota;Dende;5;7;17.51;8
7787;Dionísio Torres;Cajazeiras;6;20;15.9;8
7788;Dionísio Torres;Autran Nunes;1;2;17.07;8
7789;Aldeota;Dende;3;17;18.18;8
7790;Mucuripe;Parque Dois Irmaos;4;18;18.85;8
7791;Aldeota;Parque Dois Irmaos;6;11;16.37;8
7792;Aldeota;Parque Dois Irmaos;5;17;17.55;8
7793;Aldeota;Messejana;2;22;15.74;8
7794;Aldeota;Autran Nunes;3;12;17.27;8
7795;Mucuripe;Parque Dois Irmaos;2;12;18.23;8
7796;Aldeota;Dende;6;13;15.4;8
7797;Aldeota;Cajazeiras;4;21;14.34;8
7798;Mucuripe;Autran Nunes;3;9;17.41;8
7799;Mucuripe;Messejana;3;17;19.13;8
7800;Meireles;Autran Nunes;1;8;17.65;8
7801;Aldeota;Messejana;5;8;20.28;8
7802;Dionísio Torres;Parque Dois Irmaos;7;16;15.33;8
7803;Dionísio Torres;Cajazeiras;1;17;17.57;8
7804;Dionísio Torres;Cajazeiras;7;20;14.03;8
7805;Aldeota;Cajazeiras;5;13;15.58;8
7806;Aldeota;Messejana;3;11;15.9;8
7807;Meireles;Parque Dois Irmaos;1;22;14.56;8
7808;Aldeota;Dende;5;21;15.65;8
7809;Dionísio Torres;Parque Dois Irmaos;2;20;17.06;8
7810;Dionísio Torres;Parque Dois Irmaos;5;21;16.04;8
7811;Meireles;Parque Dois Irmaos;3;9;18.53;8
7812;Mucuripe;Autran Nunes;5;10;16.8;8
7813;Dionísio Torres;Autran Nunes;6;22;14.65;8
7814;Mucuripe;Autran Nunes;3;12;15.55;8
7815;Meireles;Autran Nunes;4;11;18.94;8
7816;Meireles;Messejana;6;7;20.88;8
7817;Mucuripe;Autran Nunes;6;20;17.61;8
7818;Meireles;Dende;3;13;15.13;8
7819;Dionísio Torres;Autran Nunes;7;10;16;8
7820;Aldeota;Dende;5;24;18.68;8
7821;Mucuripe;Dende;1;14;16.39;8
7822;Meireles;Dende;6;20;13.94;8
7823;Aldeota;Cajazeiras;7;22;14.97;8
7824;Meireles;Cajazeiras;7;6;17.32;8
7825;Mucuripe;Autran Nunes;5;14;15.66;8
7826;Mucuripe;Dende;3;21;14.73;8
7827;Meireles;Cajazeiras;7;7;17.87;8
7828;Mucuripe;Dende;6;12;17.74;8
7829;Aldeota;Autran Nunes;1;17;17.27;8
7830;Mucuripe;Dende;3;20;17.72;8
7831;Mucuripe;Cajazeiras;1;11;18.3;8
7832;Meireles;Parque Dois Irmaos;1;2;15.12;8
7833;Aldeota;Cajazeiras;5;19;17.94;8
7834;Aldeota;Dende;4;10;15.36;8
7835;Dionísio Torres;Parque Dois Irmaos;4;8;20.52;8
7836;Mucuripe;Messejana;1;8;19.31;8
7837;Meireles;Cajazeiras;5;11;17.83;8
7838;Aldeota;Cajazeiras;5;20;16.29;8
7839;Mucuripe;Autran Nunes;5;18;18.51;8
7840;Meireles;Cajazeiras;4;9;17.73;8
7841;Mucuripe;Autran Nunes;2;9;18.62;8
7842;Meireles;Dende;4;17;19.64;8
7843;Dionísio Torres;Parque Dois Irmaos;5;21;15.25;8
7844;Aldeota;Parque Dois Irmaos;7;8;20.17;8
7845;Aldeota;Cajazeiras;6;12;15.47;8
7846;Aldeota;Cajazeiras;6;17;16.93;8
7847;Dionísio Torres;Dende;6;20;14.28;8
7848;Meireles;Cajazeiras;2;12;15.21;8
7849;Mucuripe;Messejana;3;17;20.11;8
7850;Meireles;Cajazeiras;6;10;18.84;8
7851;Mucuripe;Autran Nunes;7;24;15.68;8
7852;Mucuripe;Messejana;7;10;19.03;8
7853;Aldeota;Dende;1;20;16.51;8
7854;Mucuripe;Parque Dois Irmaos;6;7;18.81;8
7855;Dionísio Torres;Dende;2;13;16.17;8
7856;Meireles;Dende;7;0;14.91;8
7857;Dionísio Torres;Cajazeiras;7;20;15.82;8
7858;Dionísio Torres;Autran Nunes;4;13;16.2;8
7859;Meireles;Messejana;5;14;18.74;8
7860;Dionísio Torres;Parque Dois Irmaos;3;24;15.7;8
7861;Meireles;Autran Nunes;5;20;16.3;8
7862;Meireles;Dende;5;10;15.59;8
7863;Mucuripe;Cajazeiras;6;18;19.58;8
7864;Dionísio Torres;Dende;4;21;14.3;8
7865;Mucuripe;Autran Nunes;4;17;19.31;8
7866;Meireles;Cajazeiras;7;17;16.79;8
7867;Mucuripe;Autran Nunes;1;1;14.7;8
7868;Dionísio Torres;Dende;1;8;19;8
7869;Mucuripe;Parque Dois Irmaos;5;11;15.74;8
7870;Mucuripe;Parque Dois Irmaos;7;4;15.9;8
7871;Meireles;Messejana;6;18;20.34;8
7872;Aldeota;Autran Nunes;5;19;17.91;8
7873;Dionísio Torres;Autran Nunes;4;20;14.7;8
7874;Meireles;Parque Dois Irmaos;1;15;16.84;8
7875;Aldeota;Autran Nunes;6;12;17.15;8
7876;Mucuripe;Parque Dois Irmaos;2;17;18.41;8
